lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
150.9584003,-33.4648489,1100,100,0,0,0
150.9691551,-33.4650256,1100,100,0,0,0
150.97991,-33.4652014,1100,100,0,0,0
150.990665,-33.4653763,1100,100,0,0,0
151.0014201,-33.4655502,1100,100,0,0,0
151.0121753,-33.4657232,1100,100,0,0,0
151.0229305,-33.4658952,1100,100,0,0,0
151.0336859,-33.4660664,1100,100,0,0,0
151.0444413,-33.4662366,1100,100,0,0,0
151.0551969,-33.4664058,1100,100,0,0,0
151.0659525,-33.4665742,115,100,0,0,0
151.0767082,-33.4667416,1100,100,0,0,0
151.0982199,-33.4670736,1100,100,0,0,0
151.1089759,-33.4672382,1100,100,0,0,0
151.1412444,-33.4677264,115,100,0,0,0
151.1520007,-33.4678872,1100,100,0,0,0
151.1735136,-33.4682062,1100,100,0,0,0
151.1842702,-33.4683643,1100,100,0,0,0
151.1950269,-33.4685214,1100,100,0,0,0
151.2057836,-33.4686776,1100,100,0,0,0
